frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2017,0,2
Bergeronnette printanière,2012,0,2
Bihoreau gris,2016,0,6
Bouvreuil pivoine,2011,0,2
Bruant jaune,2014,0,7
Bruant ortolan,2010,0,2
Busard des roseaux,2018,0,4
Caille des blés,2009,0,1
Canard souchet,2013,0,2
Cassenoix moucheté,2016,0,4
Chevêche d'Athéna,2017,0,1
Chocard à bec jaune,2015,0,4
Étourneau sansonnet,2018,0,5
Faucon hobereau,2016,0,2
Fauvette des jardins,2009,0,1
Fuligule nyroca,2017,0,1
Gélinotte des bois,2009,0,1
Gobemouche gris,2012,0,2
Goéland cendré,2013,0,2
Grand-duc d'Europe,2009,0,4
Grèbe à cou noir,2018,0,10
Grimpereau des bois,2009,0,1
Grive mauvis,2014,0,2
Héron pourpré,2014,0,1
Hibou moyen-duc,2007,0,1
Hypolaïs polyglotte,2012,0,5
Linotte mélodieuse,2016,0,6
Mésange boréale,2015,0,3
Milan royal,2013,0,4
Monticole bleu,2011,0,3
Roitelet à triple bandeau,2017,0,1
Rollier d'Europe,2018,0,2
Sarcelle d'été,2013,0,2
Tadorne de Belon,2018,0,1
Torcol fourmilier,2016,0,2
Vanneau huppé,2013,0,1
Venturon montagnard,2015,0,5
