frname,lastobs,newcount,oldcount
Bécasse des bois,2014,0,4
Bondrée apivore,2018,0,5
Bouvreuil pivoine,2015,0,1
Busard cendré,2011,0,1
Caille des blés,2012,0,2
Chevalier culblanc,2018,0,5
Chevalier gambette,2014,0,1
Cigogne noire,2012,0,1
Faucon émerillon,2011,0,1
Faucon hobereau,2017,0,14
Gobemouche noir,2013,0,2
Goéland brun,2018,0,18
Hibou moyen-duc,2013,0,4
Hirondelle de rivage,2017,0,1
Moineau friquet,2013,0,3
Mouette mélanocéphale,2014,0,5
Mouette rieuse,2017,0,25
Oie cendrée,2012,0,1
Perdrix grise,2015,0,8
Pic épeichette,2017,0,10
Pie-grièche écorcheur,2017,0,11
Pipit spioncelle,2016,0,2
Pluvier doré,2019,0,2
Pouillot de Bonelli,2012,0,2
Roitelet huppé,2019,0,14
Rougequeue à front blanc,2018,0,1
Rousserolle effarvatte,2017,0,8
Sizerin cabaret,2010,0,2
Sizerin flammé,2010,0,2
Sterne naine,2011,0,2
Sterne pierregarin,2018,0,8
Traquet motteux,2010,0,2
