frname,lastobs,newcount,oldcount
Bruant ortolan,2012,0,5
Busard des roseaux,2015,0,10
Busard Saint-Martin,2016,0,6
Canard mandarin,2016,0,1
Cigogne blanche,2018,0,18
Cigogne noire,2012,0,7
Corbeau freux,2016,0,4
Cygne tuberculé,2017,0,15
Effraie des clochers,2014,0,1
Faucon émerillon,2014,0,7
Faucon hobereau,2018,0,9
Fauvette babillarde,2009,0,5
Fauvette grisette,2017,0,17
Fuligule milouin,2015,0,4
Grand Tétras,2016,0,7
Grèbe huppé,2014,0,1
Grive mauvis,2018,0,45
Guêpier d'Europe,2015,0,3
Hibou moyen-duc,2015,0,1
Hirondelle de rivage,2017,0,4
Huppe fasciée,2011,0,6
Loriot d'Europe,2012,0,4
Martinet à ventre blanc,2013,0,1
Milan noir,2017,0,13
Phragmite des joncs,2011,0,2
Pluvier doré,2014,0,1
Pluvier guignard,2018,0,6
Pouillot de Bonelli,2017,0,3
Râle d'eau,2017,0,6
Rossignol philomèle,2018,0,2
Sarcelle d'été,2017,0,1
Sizerin cabaret,2018,0,2
Sizerin flammé,2018,0,2
Tarier pâtre,2018,0,7
Tichodrome échelette,2016,0,3
