frname,lastobs,newcount,oldcount
Accenteur alpin,2019,1,0
Accenteur mouchet,2023,40,12
Aigle botté,2018,0,6
Aigle royal,2022,4,1
Alouette des champs,2023,100,44
Alouette lulu,2023,58,10
Autour des palombes,2023,6,1
Bécasse des bois,2016,0,3
Bec-croisé des sapins,2023,3,1
Bergeronnette des ruisseaux,2023,66,39
Bergeronnette grise,2023,69,29
Bergeronnette printanière,2019,1,0
Bondrée apivore,2023,21,15
Bouvreuil pivoine,2023,29,17
Bruant des roseaux,2018,0,3
Bruant fou,2023,10,16
Bruant jaune,2023,98,28
Bruant proyer,2023,11,8
Bruant zizi,2023,10,2
Busard cendré,2022,2,1
Busard des roseaux,2023,5,0
Busard Saint-Martin,2020,1,5
Buse variable,2023,209,165
Caille des blés,2023,12,7
Canard colvert,2023,4,8
Chardonneret élégant,2023,131,36
Chevalier culblanc,2023,1,0
Chevalier guignette,2018,0,1
Chevêche d'Athéna,2021,6,0
Choucas des tours,2023,145,54
Chouette hulotte,2023,23,15
Cigogne blanche,2015,0,2
Cigogne noire,2021,1,2
Cincle plongeur (C.c.cinclus),2023,61,48
Circaète Jean-le-Blanc,2023,20,16
Corneille noire,2023,94,76
Coucou gris,2023,33,11
Effraie des clochers,2017,0,1
Élanion blanc,2021,1,0
Épervier d'Europe,2023,25,24
Étourneau sansonnet,2023,14,14
Faisan de Colchide,2023,4,3
Faucon crécerelle,2023,95,58
Faucon hobereau,2022,1,0
Faucon pèlerin (F.p.brookei),2023,73,97
Fauvette à tête noire,2023,181,36
Fauvette des jardins,2023,6,1
Fauvette grisette,2023,43,18
Geai des chênes,2023,106,67
Gobemouche gris (M. s. striata),2021,4,0
Gobemouche noir,2022,1,4
Grand Corbeau,2023,90,99
Grand Cormoran,2023,6,3
Grand-duc d'Europe,2023,30,29
Grande Aigrette,2023,6,2
Grimpereau des bois,2023,8,1
Grimpereau des jardins,2023,51,11
Grive draine,2023,114,50
Grive litorne,2023,8,8
Grive mauvis,2023,2,0
Grive musicienne,2023,51,16
Grosbec casse-noyaux,2023,3,4
Héron cendré,2023,17,12
Hibou moyen-duc,2022,1,0
Hirondelle de fenêtre,2023,45,28
Hirondelle de rochers,2023,37,63
Hirondelle rustique,2023,50,15
Huppe fasciée,2023,3,1
Hypolaïs polyglotte,2023,5,5
Linotte mélodieuse,2023,49,17
Loriot d'Europe,2022,3,0
Martinet noir,2023,43,17
Martin-pêcheur d'Europe,2022,2,7
Merle à plastron,2023,7,0
Merle noir,2023,314,81
Mésange à longue queue (A.c.caudatus),2023,31,28
Mésange bleue,2023,169,69
Mésange charbonnière,2023,188,85
Mésange huppée,2023,30,15
Mésange noire,2023,25,23
Mésange nonnette,2023,76,32
Milan noir,2023,28,25
Milan royal,2023,209,186
Moineau domestique,2023,164,42
Moineau friquet,2015,0,2
Monticole de roche,2023,15,2
Mouette tridactyle,2009,0,1
Niverolle alpine,2019,1,2
Perdrix rouge,2021,4,1
Petit Gravelot,2008,0,1
Pic épeiche,2023,60,31
Pic épeichette,2023,7,0
Pic mar,2019,1,2
Pic noir,2023,40,19
Pic vert,2023,130,42
Pie bavarde,2023,140,54
Pie-grièche à tête rousse,2022,1,0
Pie-grièche écorcheur,2023,52,26
Pie-grièche grise (L.e.excubitor),2023,1,4
Pigeon biset domestique,2021,4,0
Pigeon colombin,2020,1,0
Pigeon ramier,2023,96,43
Pinson des arbres,2023,309,92
Pinson du Nord,2023,2,2
Pipit des arbres,2023,43,7
Pipit farlouse,2023,29,19
Pipit spioncelle,2023,31,1
Pluvier guignard,2018,0,1
Pouillot de Bonelli,2023,3,0
Pouillot fitis,2019,1,1
Pouillot siffleur,2023,10,2
Pouillot véloce,2023,157,39
Roitelet à triple bandeau,2023,23,7
Roitelet huppé,2023,7,10
Rollier d'Europe,2019,1,0
Rossignol philomèle,2017,0,1
Rougegorge familier,2023,294,56
Rougequeue à front blanc,2023,9,0
Rougequeue noir,2023,155,49
Serin cini,2023,68,17
Sittelle torchepot,2023,127,53
Tarier des prés,2023,3,5
Tarier pâtre,2023,31,19
Tarin des aulnes,2023,50,18
Tichodrome échelette,2023,22,7
Torcol fourmilier (J.t.tschusii),2023,4,0
Tourterelle turque,2023,83,12
Traquet motteux,2023,42,9
Troglodyte mignon,2023,80,34
Vanneau huppé,2015,0,1
Vautour fauve,2023,38,9
Vautour moine,2023,2,0
Venturon montagnard,2021,1,0
Verdier d'Europe,2023,75,9
