frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,6,0
Aigle botté,2019,1,0
Aigle royal,2013,0,2
Aigrette garzette,2023,13,7
Alouette des champs,2023,5,4
Alouette lulu,2022,10,1
Bergeronnette des ruisseaux,2023,8,10
Bergeronnette grise,2023,25,5
Bihoreau gris,2023,7,3
Bondrée apivore,2022,2,0
Bouscarle de Cetti,2022,5,0
Bruant des roseaux,2015,0,1
Bruant proyer,2023,4,1
Bruant zizi,2021,5,1
Busard cendré,2022,1,1
Busard Saint-Martin,2022,5,1
Buse variable,2023,23,19
Caille des blés,2023,1,1
Canard colvert,2022,8,8
Canard mandarin,2022,1,0
Chardonneret élégant,2023,41,5
Chevalier guignette,2022,1,4
Chevêche d'Athéna,2022,11,2
Choucas des tours,2023,44,3
Chouette hulotte,2022,4,5
Cigogne blanche,2022,2,0
Circaète Jean-le-Blanc,2020,1,0
Cisticole des joncs,2022,11,1
Cochevis huppé,2009,0,1
Corneille noire,2023,33,6
Coucou gris,2021,2,1
Effraie des clochers,2022,5,1
Élanion blanc,2023,94,0
Engoulevent d'Europe,2009,0,1
Épervier d'Europe,2023,8,2
Étourneau sansonnet,2023,21,3
Faisan de Colchide,2022,7,4
Faucon crécerelle,2023,9,5
Faucon crécerellette,2018,0,1
Faucon hobereau,2023,3,1
Faucon pèlerin,2020,1,2
Fauvette à tête noire,2023,48,7
Fauvette grisette,2021,5,1
Gallinule poule-d'eau,2022,1,3
Geai des chênes,2023,30,8
Gobemouche gris,2022,1,0
Gobemouche noir,2022,3,0
Grand Corbeau,2022,4,0
Grand Cormoran,2023,11,4
Grand-duc d'Europe,2023,1,1
Grande Aigrette,2023,12,2
Grèbe castagneux,2009,0,1
Grèbe huppé,2021,1,0
Grimpereau des jardins,2023,27,4
Grive draine,2023,1,1
Grive musicienne,2023,6,3
Grosbec casse-noyaux,2022,2,0
Guêpier d'Europe,2022,3,0
Héron cendré,2023,15,6
Héron garde-boeufs,2023,25,11
Hibou moyen-duc,2022,1,1
Hirondelle de fenêtre,2023,17,6
Hirondelle rustique,2022,9,3
Huppe fasciée,2023,15,2
Hypolaïs polyglotte,2022,5,1
Loriot d'Europe,2023,17,3
Martinet noir,2023,13,4
Martin-pêcheur d'Europe,2023,22,13
Merle noir,2023,90,10
Mésange à longue queue,2023,24,6
Mésange bleue,2023,49,2
Mésange charbonnière,2023,76,8
Mésange noire,2022,2,0
Mésange nonnette,2021,1,0
Milan noir,2022,7,2
Milan royal,2023,19,7
Moineau domestique,2023,66,8
Moineau friquet,2019,1,3
Oedicnème criard,2009,0,1
Perdrix rouge,2021,3,2
Petit-duc scops,2021,3,1
Pic épeiche,2023,13,5
Pic épeichette,2022,1,1
Pic mar,2021,3,0
Pic noir,2023,6,1
Pic vert,2023,33,7
Pie bavarde,2023,31,3
Pie-grièche à tête rousse,2009,0,1
Pie-grièche écorcheur,2022,2,2
Pigeon biset domestique,2023,41,5
Pigeon colombin,2023,5,0
Pigeon ramier,2023,92,12
Pinson des arbres,2023,38,4
Pinson du Nord,2022,5,0
Pipit des arbres,2020,1,0
Pouillot de Bonelli,2022,3,1
Pouillot véloce,2023,17,2
Roitelet à triple bandeau,2022,2,3
Roitelet huppé,2015,0,1
Rossignol philomèle,2023,19,1
Rougegorge familier,2023,50,9
Rougequeue noir,2023,35,4
Serin cini,2022,2,1
Sittelle torchepot,2023,26,4
Tarier pâtre,2021,6,3
Tichodrome échelette,2013,0,2
Tourterelle des bois,2022,5,1
Tourterelle turque,2023,55,8
Traquet motteux,2022,2,0
Troglodyte mignon,2023,23,6
Vanneau huppé,2023,7,0
Verdier d'Europe,2023,34,5
