frname,lastobs,newcount,oldcount
Accenteur mouchet,2021,4,20
Aigrette garzette,2013,0,3
Alouette des champs,2023,59,116
Alouette lulu,2022,15,46
Autour des palombes,2021,1,1
Avocette élégante,2016,0,2
Bécasseau minute,2012,0,3
Bécasseau sanderling,2012,0,3
Bécasseau variable,2018,0,1
Bécassine des marais,2021,2,2
Bécassine sourde,2021,1,1
Bec-croisé des sapins,2021,1,4
Bergeronnette des ruisseaux,2023,8,14
Bergeronnette grise,2023,68,86
Bergeronnette printanière,2018,0,9
Bernache cravant,2009,0,2
Bondrée apivore,2021,3,4
Bouvreuil pivoine,2023,19,35
Bruant des roseaux,2018,0,13
Bruant fou,2018,0,3
Bruant jaune,2022,29,74
Bruant proyer,2021,2,18
Bruant zizi,2021,3,4
Busard cendré,2022,4,16
Busard des roseaux,2022,3,6
Busard Saint-Martin,2023,18,37
Buse variable,2023,157,155
Caille des blés,2021,2,24
Canard chipeau,2022,1,5
Canard colvert,2023,64,135
Canard mandarin,2018,0,6
Canard pilet,2018,0,14
Canard siffleur,2022,2,19
Canard souchet,2022,2,22
Chardonneret élégant,2022,21,46
Chevalier aboyeur,2012,0,3
Chevalier culblanc,2021,3,9
Chevalier gambette,2019,1,1
Chevalier guignette,2022,8,18
Chevêche d'Athéna,2022,8,2
Choucas des tours,2023,27,34
Chouette hulotte,2020,1,6
Cigogne blanche,2022,2,3
Cigogne noire,2014,0,4
Cincle plongeur,2021,1,1
Circaète Jean-le-Blanc,2021,4,12
Cisticole des joncs,2019,1,0
Corneille noire,2023,141,193
Coucou gris,2021,6,19
Courlis cendré,2016,0,1
Cygne tuberculé,2010,0,2
Échasse blanche,2009,0,1
Effraie des clochers,2023,3,3
Engoulevent d'Europe,2022,1,4
Épervier d'Europe,2022,13,28
Étourneau sansonnet,2022,33,37
Faisan de Colchide,2022,3,4
Faucon crécerelle,2022,72,90
Faucon émerillon,2007,0,1
Faucon hobereau,2017,0,8
Faucon pèlerin,2012,0,4
Fauvette à tête noire,2022,36,65
Fauvette des jardins,2022,3,22
Fauvette grisette,2021,6,24
Flamant rose,2008,0,1
Foulque macroule,2009,0,3
Fuligule milouin,2022,1,3
Fuligule morillon,2020,1,4
Gallinule poule-d'eau,2012,0,6
Geai des chênes,2023,114,171
Gobemouche noir,2022,3,12
Goéland brun,2023,6,24
Goéland cendré,2021,1,10
Goéland leucophée,2023,155,219
Goéland pontique,2021,2,0
Grand Corbeau,2021,6,5
Grand Cormoran,2023,116,188
Grand-duc d'Europe,2010,0,2
Grande Aigrette,2022,41,33
Grand Gravelot,2012,0,2
Gravelot à collier interrompu,2012,0,2
Grèbe à cou noir,2017,0,4
Grèbe castagneux,2018,0,1
Grèbe huppé,2023,95,201
Grèbe jougris,2022,3,0
Grimpereau des bois,2021,1,0
Grimpereau des jardins,2023,25,38
Grive draine,2023,34,35
Grive litorne,2022,10,14
Grive mauvis,2023,3,8
Grive musicienne,2023,11,32
Grosbec casse-noyaux,2023,2,6
Guêpier d'Europe,2017,0,1
Guifette moustac,2012,0,1
Guifette noire,2021,1,5
Harle bièvre,2017,0,5
Héron cendré,2023,80,58
Héron pourpré,2013,0,1
Hibou des marais,2008,0,1
Hibou moyen-duc,2022,2,3
Hirondelle de fenêtre,2021,2,8
Hirondelle de rochers,2022,5,3
Hirondelle rustique,2022,37,52
Huppe fasciée,2022,6,11
Hypolaïs polyglotte,2022,6,12
Linotte mélodieuse,2023,19,38
Loriot d'Europe,2022,12,8
Macreuse brune,2009,0,4
Martinet à ventre blanc,2016,0,1
Martinet noir,2022,13,18
Martin-pêcheur d'Europe,2022,14,12
Merle à plastron,2019,1,2
Merle noir,2023,117,156
Mésange à longue queue,2022,19,38
Mésange bleue,2023,53,72
Mésange charbonnière,2023,47,63
Mésange huppée,2023,9,21
Mésange noire,2023,10,32
Mésange nonnette,2023,14,20
Milan noir,2022,59,81
Milan royal,2023,104,81
Moineau domestique,2022,28,25
Mouette mélanocéphale,2022,1,15
Mouette pygmée,2022,2,7
Mouette rieuse,2023,66,175
Mouette tridactyle,2009,0,3
Nette rousse,2022,1,0
Perdrix rouge,2014,0,8
Petit Gravelot,2021,1,8
Pic épeiche,2023,26,31
Pic mar,2022,1,3
Pic noir,2022,4,9
Pic vert,2023,33,41
Pie bavarde,2023,76,68
Pie-grièche écorcheur,2021,15,29
Pie-grièche grise,2021,11,18
Pigeon biset domestique,2023,19,16
Pigeon colombin,2021,1,0
Pigeon ramier,2023,54,47
Pinson des arbres,2023,79,138
Pinson du Nord,2023,10,10
Pipit des arbres,2021,4,22
Pipit farlouse,2021,4,34
Pipit spioncelle,2021,2,1
Plongeon catmarin,2019,1,9
Plongeon imbrin,2022,4,4
Pouillot de Bonelli,2012,0,2
Pouillot fitis,2018,0,1
Pouillot véloce,2022,45,81
Roitelet à triple bandeau,2023,12,19
Roitelet huppé,2023,7,6
Rollier d'Europe,2012,0,1
Rossignol philomèle,2021,1,13
Rougegorge familier,2023,63,99
Rougequeue à front blanc,2022,2,0
Rougequeue noir,2022,31,33
Sarcelle d'été,2011,0,4
Sarcelle d'hiver,2021,4,12
Serin cini,2022,3,12
Sittelle torchepot,2022,20,28
Sterne pierregarin,2022,1,2
Tadorne de Belon,2023,3,22
Tarier des prés,2021,1,4
Tarier pâtre,2021,15,32
Tarin des aulnes,2023,14,18
Tourterelle des bois,2018,0,10
Tourterelle turque,2023,23,21
Traquet motteux,2019,1,18
Troglodyte mignon,2022,26,71
Vanneau huppé,2021,3,13
Vautour fauve,2023,11,20
Vautour moine,2023,4,3
Venturon montagnard,2015,0,1
Verdier d'Europe,2022,11,12
