frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,94,13
Aigrette garzette,2023,4,1
Alouette des champs,2023,53,4
Alouette lulu,2023,47,5
Autour des palombes,2022,1,0
Bécasse des bois,2022,1,0
Bécassine des marais,2023,3,0
Bécassine sourde,2018,0,1
Bergeronnette des ruisseaux,2023,14,1
Bergeronnette grise,2023,75,9
Bergeronnette printanière,2022,1,0
Bernache cravant,2022,2,0
Bondrée apivore,2022,2,0
Bouscarle de Cetti,2022,19,5
Bouvreuil pivoine,2022,6,1
Bruant des roseaux,2023,5,0
Bruant jaune,2022,45,8
Bruant zizi,2023,40,5
Busard Saint-Martin,2023,10,4
Buse variable,2023,108,10
Caille des blés,2020,1,0
Canard colvert,2022,28,4
Chardonneret élégant,2023,51,11
Chevalier culblanc,2022,1,1
Chevêche d'Athéna,2018,0,1
Choucas des tours,2023,16,5
Chouette hulotte,2022,3,9
Cigogne blanche,2022,2,0
Cigogne noire,2023,1,1
Cisticole des joncs (C.j.cisticola),2022,7,0
Corbeau freux,2022,2,0
Corneille noire,2023,143,14
Coucou gris,2023,71,7
Cygne tuberculé,2022,6,0
Effraie des clochers,2023,7,4
Épervier d'Europe,2023,14,3
Étourneau sansonnet,2023,84,8
Faisan de Colchide,2023,35,1
Faucon crécerelle,2023,33,5
Faucon hobereau,2009,0,2
Faucon pèlerin (F.p.brookei),2022,2,0
Fauvette à tête noire,2023,92,8
Fauvette des jardins,2023,45,4
Fauvette grisette,2023,37,6
Foulque macroule,2022,7,5
Fuligule milouin,2020,1,0
Fuligule morillon,2022,11,1
Gallinule poule-d'eau,2023,12,3
Geai des chênes,2023,82,7
Gobemouche gris (M. s. striata),2016,0,5
Gobemouche noir,2022,1,0
Goéland argenté,2022,2,0
Goéland brun,2022,4,0
Goéland cendré,2009,0,1
Grand Cormoran,2022,6,1
Grande Aigrette,2023,19,0
Grèbe à cou noir,2009,0,1
Grèbe castagneux,2020,1,6
Grèbe huppé,2022,5,1
Grimpereau des jardins,2023,77,4
Grive draine,2023,32,3
Grive litorne,2023,14,2
Grive mauvis,2023,29,1
Grive musicienne,2023,113,11
Grosbec casse-noyaux,2023,6,1
Harle bièvre,2020,1,0
Héron cendré,2023,28,2
Héron garde-boeufs,2023,15,0
Hirondelle de fenêtre,2023,8,2
Hirondelle de rivage,2013,0,4
Hirondelle rustique,2023,32,8
Huppe fasciée,2023,7,2
Hypolaïs polyglotte,2023,40,5
Linotte mélodieuse,2023,34,5
Loriot d'Europe,2022,2,1
Martinet noir,2023,8,3
Martin-pêcheur d'Europe,2022,5,0
Merle noir,2023,166,19
Mésange à longue queue (A.c.caudatus),2023,32,11
Mésange bleue,2023,145,21
Mésange charbonnière,2023,120,12
Mésange huppée,2022,18,1
Mésange noire,2022,2,0
Mésange nonnette,2022,4,0
Moineau domestique,2023,53,18
Mouette rieuse,2023,4,1
Oie cendrée,2022,1,0
Perdrix grise,2023,7,2
Perdrix rouge,2023,2,0
Petit-duc scops,2009,0,6
Pic épeiche,2023,80,11
Pic épeichette,2022,14,0
Pic mar,2023,7,0
Pic noir,2023,16,1
Pic vert,2023,32,8
Pie bavarde,2023,34,12
Pie-grièche écorcheur,2023,2,0
Pigeon biset domestique,2023,14,0
Pigeon colombin,2022,1,1
Pigeon ramier,2023,188,17
Pinson des arbres,2023,192,18
Pinson du Nord,2022,12,1
Pipit des arbres,2022,72,5
Pipit farlouse,2023,51,1
Pipit spioncelle,2022,1,0
Pluvier doré,2009,0,1
Pouillot véloce,2023,109,6
Roitelet à triple bandeau,2022,13,1
Roitelet huppé,2022,10,7
Rougegorge familier,2023,183,19
Rougequeue à front blanc,2022,1,0
Rougequeue noir,2022,5,3
Serin cini,2023,6,8
Sittelle torchepot,2023,26,4
Tadorne de Belon,2023,1,1
Tarier pâtre,2023,66,10
Tarin des aulnes,2023,11,0
Tourterelle des bois,2023,34,7
Tourterelle turque,2023,24,3
Traquet motteux,2022,1,0
Troglodyte mignon,2023,112,16
Vanneau huppé,2022,12,2
Verdier d'Europe,2023,48,13
