frname,lastobs,newcount,oldcount
Accenteur alpin,2012,0,2
Accenteur mouchet,2024,40,38
Aigle botté,2023,18,15
Aigle criard,2019,1,0
Aigle royal,2022,3,4
Aigrette garzette,2024,188,71
Alouette calandrelle,2014,0,2
Alouette des champs,2024,14,12
Alouette lulu,2024,369,260
Autour des palombes,2021,5,6
Bécasseau variable,2019,1,0
Bécasse des bois,2023,14,8
Bécassine des marais,2009,0,1
Bécassine sourde,2024,2,0
Bec-croisé des sapins,2021,2,0
Bergeronnette des ruisseaux,2024,162,100
Bergeronnette flavéole (M.f.flavissima),2023,1,0
Bergeronnette grise,2024,694,342
Bergeronnette printanière,2023,9,1
Bernache du Canada,2016,0,27
Bernache nonnette,2014,0,3
Bihoreau gris,2022,10,6
Blongios nain,2021,1,12
Bondrée apivore,2023,70,51
Bouscarle de Cetti,2024,435,282
Bouvreuil pivoine,2017,0,1
Bruant des roseaux,2024,6,12
Bruant fou,2023,1,5
Bruant jaune,2017,0,5
Bruant ortolan,2023,14,3
Bruant proyer,2024,273,224
Bruant zizi,2024,272,243
Busard cendré,2023,57,55
Busard des roseaux,2022,7,11
Busard Saint-Martin,2022,7,20
Buse variable,2024,424,468
Caille des blés,2019,1,0
Calopsitte élégante,2016,0,1
Canard carolin,2012,0,2
Canard chipeau,2020,2,2
Canard colvert,2024,462,235
Canard de Barbarie,2024,7,0
Canard pilet,2023,4,0
Canard siffleur,2019,2,8
Canard souchet,2019,2,1
Chardonneret élégant,2024,666,339
Chevalier culblanc,2024,44,19
Chevalier gambette,2019,1,0
Chevalier guignette,2024,32,19
Chevêche d'Athéna,2024,42,115
Choucas des tours,2024,63,47
Chouette hulotte,2024,10,26
Cigogne blanche,2023,26,11
Cigogne noire,2021,4,9
Cincle plongeur (C.c.cinclus),2023,3,10
Circaète Jean-le-Blanc,2024,323,131
Cisticole des joncs,2024,83,54
Cochevis de Thékla,2021,1,0
Cochevis huppé,2024,100,39
Corbeau freux,2019,2,1
Corneille noire,2024,166,85
Coucou geai,2019,1,6
Coucou gris,2023,18,62
Crabier chevelu,2016,0,3
Cygne tuberculé,2022,20,2
Échasse blanche,2022,1,3
Effraie des clochers,2023,2,5
Élanion blanc,2017,0,1
Engoulevent d'Europe,2021,2,10
Épervier d'Europe,2024,148,113
Étourneau roselin,2018,0,2
Étourneau sansonnet,2024,552,295
Faisan de Colchide,2024,21,21
Faucon crécerelle,2024,263,226
Faucon d'Éléonore,2020,1,0
Faucon émerillon,2022,2,1
Faucon hobereau,2023,7,8
Faucon kobez,2018,0,1
Faucon pèlerin,2024,19,20
