frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,132,94
Aigrette garzette,2024,431,497
Albatros à sourcils noirs,2016,0,1
Alouette des champs,2023,73,156
Alouette haussecol,2018,0,1
Alouette lulu,2023,9,6
Autour des palombes,2015,0,1
Avocette élégante,2023,16,14
Barge à queue noire,2023,14,11
Barge rousse,2023,52,135
Bécasseau cocorli,2020,10,9
Bécasseau maubèche,2023,46,68
Bécasseau minute,2023,2,4
Bécasseau sanderling,2024,329,478
Bécasseau variable,2024,182,289
Bécasseau violet,2024,328,375
Bécasse des bois,2021,1,5
Bécassine des marais,2023,20,50
Bécassine sourde,2021,2,0
Bec-croisé des sapins,2022,6,1
Bergeronnette des ruisseaux,2023,103,95
Bergeronnette flavéole (M.f.flavissima),2023,2,6
Bergeronnette grise,2024,484,678
Bergeronnette printanière,2023,80,105
Bernache cravant,2024,385,736
Bernache du Canada,2015,0,2
Bernache nonnette,2012,0,1
Bihoreau gris,2015,0,1
Bondrée apivore,2021,4,5
Bouscarle de Cetti,2023,9,27
Bouvreuil pivoine,2023,8,5
Bruant des neiges,2021,3,21
Bruant des roseaux,2023,25,66
Bruant jaune,2022,1,3
Bruant lapon,2010,0,1
Bruant nain,2022,1,3
Bruant ortolan,2022,1,0
Bruant proyer,2020,3,0
Bruant zizi,2023,153,248
Busard cendré,2020,1,0
Busard des roseaux,2023,5,12
Busard Saint-Martin,2020,8,20
Buse variable,2023,13,23
Caille des blés,2023,2,0
Canard carolin,2019,1,0
Canard chipeau,2023,6,18
Canard colvert,2023,39,99
Canard pilet,2023,29,40
Canard siffleur,2023,29,57
Canard souchet,2024,38,91
Chardonneret élégant,2023,361,416
Chevalier aboyeur,2023,19,17
Chevalier arlequin,2023,4,3
Chevalier culblanc,2023,6,8
Chevalier gambette,2023,30,27
Chevalier guignette,2023,47,88
Chevalier sylvain,2023,2,5
Chevêche d'Athéna,2007,0,1
Choucas des tours,2023,35,30
Cigogne blanche,2018,0,1
Cigogne noire,2012,0,2
Cisticole des joncs,2023,69,106
Cochevis huppé,2022,10,9
Combattant varié,2023,2,5
Corbeau freux,2023,3,2
Cormoran huppé,2024,457,693
Corneille noire,2023,86,157
Coucou geai,2013,0,1
Coucou gris,2017,0,6
Courlis cendré,2023,98,63
Courlis corlieu,2023,146,234
Cygne noir,2020,2,3
Cygne tuberculé,2023,4,4
Échasse blanche,2023,6,10
Effraie des clochers,2022,3,4
Eider à duvet,2023,43,84
Épervier d'Europe,2023,65,101
Étourneau roselin,2020,1,4
Étourneau sansonnet,2023,159,288
Étourneau unicolore,2023,11,30
Faisan de Colchide,2023,8,7
Faucon crécerelle,2024,198,235
Faucon émerillon,2023,50,202
Faucon hobereau,2023,25,44
Faucon pèlerin,2024,40,69
Fauvette à tête noire,2023,57,37
Fauvette des jardins,2022,3,3
Fauvette grisette,2023,27,21
Fauvette pitchou,2021,1,0
Fou de Bassan,2024,636,1058
Foulque macroule,2018,0,9
Fuligule milouin,2020,6,7
Fuligule milouinan,2021,1,1
Fuligule morillon,2019,1,3
Fulmar boréal,2023,9,12
Gallinule poule-d'eau,2023,15,9
Geai des chênes,2023,64,31
Gobemouche gris,2023,16,11
Gobemouche noir,2023,26,11
Goéland à ailes blanches,2017,0,16
Goéland argenté,2024,295,460
Goéland bourgmestre,2023,4,19
Goéland brun,2024,168,335
Goéland cendré,2023,80,101
Goéland leucophée,2023,51,42
Goéland marin,2024,292,488
Goéland pontique,2019,1,2
Goéland railleur,2019,1,0
Gorgebleue à miroir,2017,0,3
Grand Cormoran,2024,272,521
Grande Aigrette,2023,9,0
Grand Gravelot,2024,327,390
Grand Labbe,2023,83,219
Gravelot à collier interrompu,2023,87,9
Grèbe à cou noir,2020,6,89
Grèbe castagneux,2018,0,9
Grèbe esclavon,2023,11,68
Grèbe huppé,2023,124,345
Grèbe jougris,2023,2,0
Grimpereau des jardins,2024,2,0
Grive draine,2023,85,108
Grive litorne,2020,2,12
Grive mauvis,2023,19,55
Grive musicienne,2023,115,199
Grosbec casse-noyaux,2017,0,3
Guêpier d'Europe,2023,1,0
Guifette moustac,2015,0,1
Guifette noire,2023,15,48
Guillemot de Troïl,2023,77,147
Harelde boréale,2022,6,15
Harle huppé,2023,98,420
Héron cendré,2024,271,358
Héron garde-boeufs,2023,30,12
Héron pourpré,2020,1,4
Hibou des marais,2022,9,9
Hibou moyen-duc,2022,1,4
Hirondelle de fenêtre,2023,112,100
Hirondelle de rivage,2023,34,49
Hirondelle rousseline,2021,2,0
Hirondelle rustique,2023,388,460
Huîtrier pie,2024,768,1151
Huppe fasciée,2023,20,24
Hypolaïs polyglotte,2023,8,5
Ibis falcinelle,2022,1,1
Ibis sacré,2022,9,62
Labbe à longue queue,2007,0,1
Labbe parasite,2023,123,195
Labbe pomarin,2023,7,15
Linotte mélodieuse,2023,269,282
Macareux moine,2023,4,11
Macreuse brune,2023,15,55
Macreuse noire,2023,462,972
Martinet noir,2023,111,114
Martin-pêcheur d'Europe,2024,128,151
Mergule nain,2016,0,3
Merle à plastron,2022,2,9
Merle noir,2024,290,261
Mésange à longue queue,2023,18,31
Mésange bleue,2023,101,57
Mésange charbonnière,2023,127,87
Mésange noire,2021,15,12
