frname,lastobs,newcount,oldcount
Accenteur alpin,2024,28,12
Accenteur mouchet,2024,33,14
Aigle royal,2024,77,59
Alouette des champs,2022,5,6
Alouette lulu,2022,2,0
Autour des palombes,2024,16,10
Bécasse des bois,2020,2,6
Bec-croisé des sapins,2024,75,90
Bergeronnette des ruisseaux,2024,269,16
Bergeronnette grise,2024,193,69
Bondrée apivore,2022,13,22
Bouvreuil pivoine,2024,132,100
Bruant fou,2024,11,8
Bruant jaune,2023,22,26
Bruant zizi,2023,13,5
Busard cendré,2021,1,1
Busard des roseaux,2020,4,2
Busard Saint-Martin,2021,1,1
Buse variable,2024,362,162
Canard colvert,2024,220,4
Canard mandarin,2024,3,0
Cassenoix moucheté,2024,118,113
Chardonneret élégant,2024,494,189
Chevêchette d'Europe,2024,13,33
Chocard à bec jaune,2024,209,191
Choucas des tours,2022,4,0
Chouette de Tengmalm,2024,3,13
Chouette hulotte,2024,60,45
Cigogne blanche,2014,0,2
Cincle plongeur (C.c.cinclus),2024,314,30
Circaète Jean-le-Blanc,2024,17,11
Corbeau freux,2024,14,6
Corneille noire,2024,1292,148
Coucou gris,2024,106,60
Crave à bec rouge,2024,4,0
Effraie des clochers,2016,0,2
Engoulevent d'Europe,2021,1,0
Épervier d'Europe,2024,77,43
Étourneau sansonnet,2024,373,37
Faucon crécerelle,2024,162,101
Faucon hobereau,2021,3,6
Faucon pèlerin,2024,51,32
Fauvette à tête noire,2024,1187,203
Fauvette babillarde,2010,0,2
Fauvette des jardins,2022,1,7
Fauvette grisette,2019,1,4
Fauvette orphée,2013,0,7
Fuligule milouin,2023,1,0
Geai des chênes,2024,405,144
Gélinotte des bois,2023,9,10
Gobemouche gris,2023,12,1
Gobemouche noir,2023,20,3
Goéland leucophée,2024,5,2
Grand Corbeau,2024,297,183
Grand Cormoran,2021,1,0
Grand-duc d'Europe,2020,1,0
Grimpereau des bois,2024,76,42
Grimpereau des jardins,2024,310,16
Grive draine,2024,349,146
Grive litorne,2024,29,36
Grive mauvis,2024,7,7
Grive musicienne,2024,372,142
Grosbec casse-noyaux,2024,108,46
Harle bièvre,2024,94,9
Héron cendré,2023,40,17
Hibou moyen-duc,2021,9,6
Hirondelle de fenêtre,2023,232,23
Hirondelle de rivage,2023,1,0
Hirondelle de rochers,2024,192,28
Hirondelle rustique,2024,149,39
Huppe fasciée,2022,3,6
Hypolaïs polyglotte,2021,2,0
Linotte mélodieuse,2023,28,20
Locustelle tachetée,2022,1,0
Loriot d'Europe,2023,4,1
Marouette ponctuée,2015,0,1
Martinet à ventre blanc,2024,60,35
Martinet noir,2023,237,52
Martin-pêcheur d'Europe,2023,12,0
Merle à plastron,2023,37,49
Merle noir,2024,2249,382
Mésange à longue queue,2024,197,43
Mésange alpestre,2024,5,0
Mésange bleue,2024,1344,242
Mésange boréale,2024,84,40
Mésange charbonnière,2024,1510,371
Mésange huppée,2024,354,168
Mésange noire,2024,359,222
Mésange nonnette,2024,211,40
Milan noir,2024,36,28
Milan royal,2024,43,17
Moineau domestique,2024,1272,201
Moineau friquet,2022,2,3
Monticole de roche,2020,1,3
Oie cendrée,2023,1,0
Perruche à collier,2023,1,0
Perruche ondulée,2023,1,0
Petit-duc scops,2021,1,0
Pic épeiche,2024,400,90
Pic épeichette,2023,13,3
Pic mar,2022,15,0
Pic noir,2024,145,84
Pic vert,2024,310,83
Pie bavarde,2024,954,180
Pie-grièche écorcheur,2023,29,67
Pigeon biset domestique,2023,262,1
Pigeon colombin,2012,0,1
Pigeon ramier,2024,1307,129
Pinson des arbres,2024,1593,438
Pinson du Nord,2024,41,20
Pipit des arbres,2023,27,22
Pipit farlouse,2024,5,7
Pipit spioncelle,2023,55,23
Pluvier guignard,2021,1,0
Pouillot de Bonelli,2023,107,41
Pouillot fitis,2023,13,7
Pouillot siffleur,2023,15,1
Pouillot véloce,2024,317,75
Râle d'eau,2023,1,0
Roitelet à triple bandeau,2024,262,36
Roitelet huppé,2024,186,58
Rollier d'Europe,2023,1,0
Rossignol philomèle,2023,9,0
Rougegorge familier,2024,1337,189
Rougequeue à front blanc,2023,114,38
Rougequeue noir,2024,631,237
Rousserolle verderolle,2023,2,3
Serin cini,2024,619,42
Sittelle torchepot,2024,368,77
Sizerin cabaret,2020,3,5
Sizerin flammé,2020,3,7
Tarier des prés,2021,6,8
Tarier pâtre,2023,8,5
Tarin des aulnes,2024,83,20
Tétras lyre,2024,56,37
Tichodrome échelette,2023,19,44
Torcol fourmilier,2023,10,12
Tourterelle des bois,2020,1,0
Tourterelle turque,2024,640,63
Traquet motteux,2023,44,43
Troglodyte mignon,2024,471,102
Vautour fauve,2023,9,7
Vautour moine,2021,1,0
Venturon montagnard,2023,47,27
Verdier d'Europe,2024,327,90
