frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,55,34
Aigle botté,2023,11,0
Aigrette garzette,2022,2,0
Alouette des champs,2022,2,1
Alouette lulu,2022,8,7
Autour des palombes,2021,1,2
Bécasse des bois,2020,1,1
Bergeronnette des ruisseaux,2023,16,4
Bergeronnette grise,2023,23,18
Bergeronnette printanière,2023,1,0
Bondrée apivore,2023,18,4
Bouvreuil pivoine,2021,3,4
Bruant fou,2023,2,0
Bruant jaune,2020,1,1
Bruant zizi,2023,74,47
Busard des roseaux,2018,0,3
Buse variable,2023,265,181
Caille des blés,2023,2,0
Canard colvert,2023,15,13
Canard mandarin,2021,1,0
Chardonneret élégant,2023,188,78
Chevalier culblanc,2023,2,1
Chevalier guignette,2023,3,0
Chevêche d'Athéna,2023,24,10
Choucas des tours,2023,7,3
Chouette hulotte,2023,28,12
Cigogne blanche,2023,4,2
Cigogne noire,2020,1,1
Circaète Jean-le-Blanc,2022,1,0
Cisticole des joncs,2020,1,0
Corbeau freux,2020,1,1
Corneille noire,2023,316,199
Coucou gris,2023,68,18
Effraie des clochers,2023,19,17
Élanion blanc,2017,0,1
Épervier d'Europe,2023,43,13
Étourneau sansonnet,2023,243,157
Faisan de Colchide,2023,1,3
Faucon crécerelle,2023,28,11
Faucon émerillon,2023,1,2
Faucon hobereau,2023,1,1
Faucon pèlerin,2023,27,11
Fauvette à tête noire,2023,369,169
Fauvette des jardins,2023,3,1
Fauvette grisette,2022,2,2
Gallinule poule-d'eau,2023,4,5
Geai des chênes,2023,179,98
Gobemouche gris,2023,3,18
Gobemouche noir,2023,13,2
Gorgebleue à miroir,2023,1,0
Grand Corbeau,2023,42,13
Grand Cormoran,2022,4,3
Grande Aigrette,2023,16,0
Grèbe castagneux,2021,2,4
Grimpereau des bois,2020,1,0
Grimpereau des jardins,2023,82,26
Grive draine,2023,29,12
Grive litorne,2023,3,2
Grive mauvis,2023,6,0
Grive musicienne,2023,120,31
Grosbec casse-noyaux,2023,34,26
Guêpier d'Europe,2023,4,2
Héron cendré,2023,42,27
Héron garde-boeufs,2023,4,0
Hibou moyen-duc,2017,0,2
Hirondelle de fenêtre,2023,10,5
Hirondelle de rochers,2023,1,0
Hirondelle rustique,2023,158,150
Huppe fasciée,2023,6,3
Hypolaïs polyglotte,2023,21,8
Loriot d'Europe,2023,61,13
Martinet noir,2023,130,60
Martin-pêcheur d'Europe,2023,5,4
Merle noir,2023,487,255
Mésange à longue queue,2023,54,25
Mésange bleue,2023,348,183
Mésange charbonnière,2023,373,189
Mésange huppée,2023,10,7
Mésange noire,2023,5,6
Mésange nonnette,2023,54,39
Milan noir,2023,63,14
Milan royal,2023,116,14
Moineau domestique,2023,409,241
Moineau soulcie,2010,0,2
Oie cendrée,2014,0,1
Pic épeiche,2023,270,157
Pic épeichette,2022,5,4
Pic mar,2023,60,34
Pic noir,2023,8,12
Pic vert,2023,126,94
Pie bavarde,2023,49,23
Pie-grièche écorcheur,2023,96,20
Pigeon biset domestique,2023,2,0
Pigeon colombin,2023,2,1
Pigeon ramier,2023,220,120
Pinson des arbres,2023,430,161
Pinson du Nord,2023,27,15
Pipit des arbres,2023,1,0
Pipit farlouse,2022,4,2
Pipit spioncelle,2023,1,0
Pouillot de Bonelli,2023,1,0
Pouillot fitis,2022,4,2
Pouillot siffleur,2023,3,0
Pouillot véloce,2023,156,72
Râle d'eau,2018,0,1
Roitelet à triple bandeau,2023,65,17
Roitelet huppé,2023,28,15
Rossignol philomèle,2023,1,2
Rougegorge familier,2023,449,177
Rougequeue à front blanc,2023,123,66
Rougequeue noir,2023,139,72
Sarcelle d'hiver,2022,1,2
Serin cini,2023,23,10
Sittelle torchepot,2023,196,122
Tarier des prés,2010,0,2
Tarier pâtre,2023,13,8
Tarin des aulnes,2023,14,14
Torcol fourmilier,2018,0,2
Tourterelle des bois,2023,32,14
Tourterelle turque,2023,35,29
Traquet motteux,2022,1,1
Troglodyte mignon,2023,83,38
Vanneau huppé,2022,1,0
Vautour fauve,2023,2,0
Verdier d'Europe,2023,24,31
