frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,29,38
Alouette des champs,2023,6,2
Alouette lulu,2023,37,44
Autour des palombes,2023,6,2
Bécasse des bois,2023,4,3
Bec-croisé des sapins,2024,10,20
Bergeronnette des ruisseaux,2023,38,28
Bergeronnette grise,2023,58,54
Bergeronnette printanière,2023,2,4
Bondrée apivore,2023,20,6
Bouvreuil pivoine,2024,62,61
Bruant des roseaux,2019,2,2
Bruant fou,2019,2,1
Bruant jaune,2023,90,95
Bruant proyer,2019,1,0
Bruant zizi,2023,13,2
Busard des roseaux,2022,1,0
Busard Saint-Martin,2013,0,1
Buse variable,2024,107,96
Caille des blés,2020,2,0
Canard colvert,2024,20,19
Chardonneret élégant,2024,22,34
Chevalier culblanc,2016,0,2
Chevalier guignette,2022,1,0
Chevêche d'Athéna,2023,9,10
Choucas des tours,2018,0,1
Chouette hulotte,2023,13,9
Cigogne blanche,2013,0,1
Cigogne noire,2019,1,2
Cincle plongeur (C.c.cinclus),2023,20,15
Circaète Jean-le-Blanc,2023,7,23
Corbeau freux,2021,1,0
Corneille noire,2024,122,97
Coucou gris,2023,80,74
Effraie des clochers,2023,11,6
Engoulevent d'Europe,2022,3,1
Épervier d'Europe,2023,14,12
Étourneau sansonnet,2023,28,9
Faisan de Colchide,2021,1,16
Faucon crécerelle,2022,8,6
Faucon hobereau,2021,7,0
Faucon pèlerin,2016,0,2
Fauvette à tête noire,2023,556,178
Fauvette des jardins,2023,20,10
Fauvette grisette,2023,36,26
Geai des chênes,2024,177,123
Gobemouche gris,2022,4,0
Gobemouche noir,2023,14,1
Grand Corbeau,2023,20,11
Grand Cormoran,2024,20,19
Grand-duc d'Europe,2019,1,0
Grande Aigrette,2024,20,9
Grèbe castagneux,2023,1,0
Grèbe huppé,2023,3,4
Grimpereau des bois,2023,9,9
Grimpereau des jardins,2023,71,58
Grive draine,2024,200,90
Grive litorne,2023,5,10
Grive mauvis,2023,6,4
Grive musicienne,2024,159,80
Grosbec casse-noyaux,2022,7,20
Guêpier d'Europe,2020,2,0
Héron cendré,2024,17,20
Hirondelle de fenêtre,2022,12,12
Hirondelle de rochers,2020,1,0
Hirondelle rustique,2023,53,46
Huppe fasciée,2023,7,2
Hypolaïs polyglotte,2023,23,19
Linotte mélodieuse,2022,14,7
Locustelle tachetée,2021,1,0
Loriot d'Europe,2023,3,3
Martinet noir,2023,11,13
Martin-pêcheur d'Europe,2022,9,9
Merle à plastron,2022,1,0
Merle noir,2024,304,171
Mésange à longue queue,2024,47,42
Mésange bleue,2024,142,76
Mésange boréale,2023,10,15
Mésange charbonnière,2024,229,114
Mésange huppée,2023,63,39
Mésange noire,2024,90,97
Mésange nonnette,2024,49,39
Milan noir,2023,19,26
Milan royal,2023,25,14
Moineau domestique,2024,92,35
Perdrix rouge,2022,1,1
Pic épeiche,2024,79,54
Pic épeichette,2022,7,5
Pic mar,2023,1,0
Pic noir,2023,26,40
Pic vert,2024,71,29
Pie bavarde,2024,42,33
Pie-grièche écorcheur,2023,82,32
Pie-grièche grise,2023,11,24
Pigeon biset domestique,2022,3,0
Pigeon colombin,2023,21,9
Pigeon ramier,2024,174,98
Pinson des arbres,2024,457,190
Pinson du Nord,2024,19,8
Pipit des arbres,2023,66,65
Pipit farlouse,2022,15,8
Pipit spioncelle,2021,1,9
Pouillot de Bonelli,2023,16,6
Pouillot fitis,2023,27,38
Pouillot siffleur,2023,30,19
Pouillot véloce,2023,349,172
Roitelet à triple bandeau,2023,46,27
Roitelet huppé,2024,40,41
Rossignol philomèle,2023,4,2
Rougegorge familier,2024,636,207
Rougequeue à front blanc,2023,40,29
Rougequeue noir,2023,53,39
Sarcelle d'hiver,2022,1,1
Serin cini,2023,9,9
Sittelle torchepot,2024,98,62
Tarier des prés,2023,6,1
Tarier pâtre,2023,35,44
Tarin des aulnes,2024,34,15
Torcol fourmilier,2023,4,0
Tourterelle des bois,2023,5,13
Tourterelle turque,2024,18,11
Traquet motteux,2022,3,1
Troglodyte mignon,2023,251,171
Vautour fauve,2023,2,0
Verdier d'Europe,2023,21,33
